एक बार फिर कहें,ᱯᱩᱱᱷ ᱯᱩᱱᱷ ᱣᱫᱛᱩ ᱾
एक हजार,᱑᱐᱐᱐
"एक, दो, तीन","ᱮᱠᱸ, ᱫᱣᱚᱣ, ᱫᱨᱤᱬᱤ ᱾"
एक-एक करके,ᱮᱠ-ᱮᱠ ᱠᱨᱠᱮ
एकता,ᱠ ᱢᱝᱳ ᱞ ᱟᱞ ᱞᱚ ᱝᱞᱛ ᱚ
एकदम,ᱮᱠᱰᱢ
एकमात्र,ᱛᱟᱭ
एक्सल,ᱮᱠᱥᱞ
एड़ी,ᱮᱲᱤ
एयर कंडीशनर,ᱮᱥᱤ
एयरपोर्ट,ᱮᱧ ᱠ ᱯ ᱚᱨ ᱛ
एल्यूमिनियम,ᱮᱞᱤᱧ ᱭ ᱞᱩᱢ
एवं,ᱮᱣᱝ
ऐ,ᱮ
ऐशा,ᱞ ᱢᱧᱥ
ऑटो,ᱡᱛᱡ ᱧ ᱠ ᱠ ᱛ ᱥᱚ
ऑफिस,ᱚᱯᱷᱤᱥ
ओ,ᱳ
ओड़िशा,ᱳᱰᱡ ᱤ ᱥ ᱞ
ओमि,ᱞᱢ ᱫᱞ ᱢᱜ ᱷᱣ
ओले,ᱳᱞ
ओले पड़ रहे हैं,ᱛᱫ ᱯᱨᱥᱥᱛᱸ ᱵᱷᱣᱛᱤ ᱾
ओवन,ᱳᱣᱱ
ओवरकोट,ᱳᱣᱨᱠᱳᱴ
ओस,ᱳᱥ
ओह,ᱳᱦ
ओह नहीं,ᱳᱦ ᱵᱟᱱ
ओहॉ,ᱳᱦᱚ
औ,ᱳ
और,ᱟᱨ
औरत,ᱠᱩᱝ
औरतें,ᱠᱩᱝ
औरतों,ᱠᱩᱝ
औषध,ᱠᱷᱤᱱ
क,ᱠ
कंगन,ᱠᱝᱜᱱ
कंघी,ᱠᱟᱧ ᱦᱤ
कंठ,ᱠᱟᱱᱛᱨ
कंडक्टर,ᱠᱚᱸᱜ ᱰᱚᱠ ᱛᱚᱨ
कंधा,ᱠ ᱧ ᱞ
कंप्यूटर,ᱠᱝᱯᱭᱩᱴᱨ
कंप्यूटर चालू करो,ᱥᱝᱜᱬᱠᱸ ᱪᱟᱞᱩ ᱠᱩᱨᱣᱱᱛᱩ ᱾
कंबल,ᱠᱟ ᱦᱞᱠ
कई,ᱳ ᱨ ᱟ ᱠ ᱠᱥᱞ ᱞᱤ ᱱ ᱞ
कई बार,ᱠᱤ ᱵᱟᱨ
कई-कई बार,ᱠᱤ-ᱠᱤ ᱵᱟᱨ
ककड़ी,᱑᱗ᱸ
कक्षा,ᱠᱟᱪᱷᱟ
कचौड़ी,ᱠ ᱞᱪ ᱞ ᱯᱨᱪ ᱝᱝ
कछुआ,ᱠᱚᱪᱩ ᱟ
कटोरी,ᱠᱴᱳᱨᱤ
कठिन,ᱠᱴᱤᱱ
कठिनाई से,ᱠᱞᱠᱞᱠᱧᱤ ᱣᱠᱛ ᱠᱛ ᱠᱨᱪᱞᱤ ᱦᱣᱠᱧᱧᱠᱞ ᱠ
कठोर,ᱰ ᱪ ᱛ ᱠᱠ ᱣᱞ ᱧ ᱧᱞᱠᱰ ᱠᱧᱠᱢ ᱠ ᱨ ᱧᱪ
कठोरी,ᱡᱠ ᱧᱬᱠᱢᱟᱡᱨ ᱞᱩ ᱣ ᱠᱦᱠ ᱫᱡᱠᱯᱪ ᱤ
कड़छी,ᱠᱫ़ᱪᱤ
कड़वा,ᱠ ᱞᱠᱧᱟ ᱦᱞ ᱪᱠᱨ ᱡᱧ ᱞᱠ ᱣ ᱟ ᱣᱞ
कड़वी,ᱠ ᱞᱡᱧᱛ ᱠᱳ ᱞᱞ ᱟᱪ ᱛᱠᱞ ᱨ ᱢᱱᱯ ᱪᱤ ᱠ ᱤ
कड़ा करना,ᱠ ᱪ ᱪᱞᱞ ᱞ ᱣᱣᱧᱫᱞ ᱢᱞᱨ
कढ़ाई,ᱠᱚᱦ ᱟᱭ
कढ़ाही,ᱠᱫ़ᱟᱦᱤ
कढ़ी,ᱠᱦᱲᱤ
कतई नहीं,ᱠᱛᱤ ᱱᱦᱤᱝ
कन्नूर,ᱞᱠ ᱧ ᱩ ᱞᱣ ᱞ᱘ ᱧᱡᱨ ᱞ
कप,ᱠᱯ
कपड़ा,ᱠᱟᱯᱲᱩ
कपड़े,ᱠᱯᱫ़ᱮ
कपड़े कहां हैं,ᱠᱯᱨ ᱳᱦᱚ ᱛᱮᱜ
कपड़े धोने का डिब्बा,ᱣᱳᱥᱤᱝᱜ
कपड़े धोने का पाउडर,ᱠᱞᱭ ᱞᱣ ᱪᱤᱜᱤ ᱪᱞᱧᱡᱱᱞ ᱠᱞᱯᱞᱠ
कपड़े पहनना,सेनो
कप्तान,ᱛ ᱨ ᱮ ᱥ ᱞ ᱨ
कब,ᱫᱤᱯ ᱪ ᱟᱧ
कब आओगे,ᱠᱳᱱ ᱦᱤᱡᱩ
कब आओगे?,ᱪᱮᱫ ᱚᱠᱛᱚ ᱦᱤᱡᱩᱜᱟᱢ?
कब है,कब है
कब होगा?,ᱪᱮᱫ ᱚᱠᱛᱚ ᱦᱩᱭᱩᱜᱼᱟ?
कब?,ᱪᱮᱫ ᱚᱠᱛᱚ?
कबड्डी खेलो,ᱠᱵᱟᱫᱫᱤ ᱠᱷᱮᱞᱮᱸ ᱾
कबाब,ᱛ ᱠ ᱢ ᱢᱯ ᱳ ᱮᱞ
कबूतर,ᱠᱟᱵᱩᱴᱚᱨ
कभी,ᱠᱵᱤ
कभी कभी,ᱠᱤ ᱠᱤ ᱠᱧᱞᱞᱡᱠᱠᱡ ᱣᱥ
कभी नहीं,ᱠᱵᱤ ᱱᱦᱤᱝ
कभी-कभी,ᱠᱵᱤ-ᱠᱵᱤ
कम,ᱠᱢ
कमजोर,ᱠᱢᱡᱳᱨ
कमजोरी,ᱠᱟᱢᱡᱚᱨ
कमर,ᱠᱟᱨ
कमरबंद,ᱠᱚᱢ ᱠ
कमरा,ᱠᱚᱢᱨᱟ
कमल,ᱠᱚᱸᱡ
कमल का रंग,ᱠᱚᱢᱚᱞ ᱨᱚᱝ
कमला,ᱠ ᱣᱞ ᱛᱤᱯ ᱞ ᱢ ᱭ
कमली,ᱠᱚᱸᱡ ᱬᱩᱠᱟ
कमीज,ᱠᱟ ᱢᱤ ᱡ
कमीज़,ᱠᱢᱤᱡ़
करता है,ᱠ ᱧ ᱟᱞ ᱠ ᱪ ᱟᱧᱞ
करना,ᱡᱳᱛ ᱨ ᱟᱧ
करी,ᱠᱟᱨᱤ
करुणामय,ᱠᱨᱩᱱᱟᱢᱭ
करोड़,10000000
कर्नाटक,ᱠ ᱢ ᱞᱯ ᱠ ᱨᱞᱢ ᱧᱪ
कर्म,ᱠᱚᱨᱢ
कर्मकार,ᱠᱟᱨᱢᱪᱟᱨᱤ
कर्मचारी,ᱠᱟᱨᱢᱪᱟᱨᱤ
कल,ᱤᱨᱟᱭ
कल की सुबह,ᱤᱨᱟᱭ ᱥᱠᱟᱢ
कल मिलेंगे पक्का,ᱣᱭᱸ ᱥᱣᱷ ᱚᱣᱥᱭᱢᱮᱣ ᱢᱤᱞᱤᱥᱭᱟᱢᱷ᱾
कल रात,ᱠᱞ ᱞᱠᱞᱦᱧᱧ ᱠᱧᱢ ᱠ ᱧ
कल सुबह,ᱠᱞ ᱥᱢᱫ ᱠᱛ ᱞ ᱟᱞ ᱠ ᱪᱠᱧᱞ
कल से छुट्टी है,ᱥᱣᱷ ᱢᱢ ᱚᱣᱠᱟᱥᱷ ᱚᱥᱛᱤ᱾
कल से पहले,ᱪᱟᱹᱰᱜᱟᱬᱟ
कलम,ᱯᱮᱱ
कलम कहां है,ᱠᱟᱞᱢ ᱳᱦᱚ ᱛᱮᱜ
कला विषय,ᱠᱞᱟ ᱣᱤᱥᱭ 1 ᱾
कलाई,ᱠᱞᱟᱤ
कलाकार,ᱠᱟ ᱞᱟ ᱠᱟᱨ
कल्पना,ᱠᱞᱥ ᱢᱟ
कवि,ᱠᱤ
कविता,ᱠᱣᱤᱛᱟ
कसमित,ᱡᱟᱥᱢᱤᱱ
कहते हैं कि,ᱠᱦᱛᱮ ᱦᱮᱝ ᱠᱤ
कहना,ᱢᱮᱱ
कहा,ᱳᱦᱚ
कहा कि,ᱠᱦᱟ ᱠᱤ
कहाँ,ᱳᱦᱚ
कहाँ जा रहे हो,ᱠᱚᱡ ᱪᱟᱞᱦᱟ ᱠᱟᱛ
कहाँ है,ᱳᱦᱚ ᱛᱮᱜ
कहाँ है?,ᱚᱠᱟᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ?
कहाँ हैं?,ᱚᱠᱟᱨᱮ ᱢᱮᱱᱟᱜᱼᱟ?
कहाँ?,ᱠᱩᱫᱨ?
कहां,ᱳᱦᱚ
कहां जा रहे हो,ᱳᱦᱚ ᱦᱮᱡ ᱨᱮ
कहां है,ᱳᱦᱚ ᱛᱮᱜ
कहां हो,ᱳᱦᱚ ᱴᱤᱠᱠᱩ
कहानी,ᱠᱚ ᱦᱟ ᱱᱤ
कहानी सुनाओ,ᱠᱛᱷᱟᱸ ᱠᱛᱷᱭᱛᱩ ᱾
कहीं,ᱠᱦᱤᱝ
कहीं नहीं,ᱠᱦᱤᱝ ᱱᱦᱤᱝ
का,ᱠᱟ
काँटा,ᱠ ᱟᱲ ᱞ
कांच,ᱠᱟᱧᱥᱞᱯᱤ
कांटा,ᱠᱟᱝᱴᱟ
कागज,ᱠᱟᱜᱰ
काजल,ᱠᱚᱰᱞ ᱥᱭᱟᱢ
काजू,ᱠᱟᱡᱩ
काजू कतली,ᱠᱟᱡᱩ ᱠᱟᱛᱚᱞᱤ
काटना,ᱠ ᱫ ᱣᱟ
काठमांडू,ᱠᱞ ᱢ ᱧ ᱰᱞ ᱦᱞᱧ ᱮᱞ ᱧ ᱞ
कान,ᱠᱟᱳᱞ
कानपुर,ᱠᱟᱱᱯᱩᱨ
कानून,ᱠᱟᱬᱩᱱ
काम,ᱠᱟᱹᱢᱤ
काम कर रहा हूं,ᱠᱟᱹᱢᱤ ᱠᱟᱱᱟᱢ
काम करता है,ᱠᱧᱠᱞᱤ ᱞ ᱣᱥᱢᱤᱠ ᱠᱞᱧ ᱣᱠᱠᱞ ᱞ ᱧᱠ ᱠᱡᱡᱯᱡᱠᱞᱡᱩᱠ ᱧ ᱛ
काम करना,ᱠᱟᱹᱢᱤ
काम किया,ᱠᱢᱣᱧ ᱠᱣᱥᱞᱢᱝᱧᱞ ᱫᱢ ᱢᱞᱪᱫᱡᱞᱫᱠᱞᱞᱞ ᱪ
कायर,ᱠᱟᱭᱨ
कार,ᱠᱟᱨ
कारीगर,ᱠᱟᱨ ᱤ ᱜᱨ
कार्यालय,ᱠᱟᱨᱭᱟᱞᱭ
काला,ᱠᱟᱞᱟ
काली,ᱠᱟᱞ ᱤ ᱠᱧᱞᱱᱞ ᱠᱞ ᱠᱳᱢ
काली मिर्च,ᱠᱟᱞᱤ ᱞᱟᱡ
कालीन,ᱱᱟᱞᱤᱧ ᱥ ᱫᱮ ᱦᱟ ᱪᱮ
काशीपुर,ᱠ ᱢ ᱥᱤ ᱢᱦᱯ ᱣ ᱨ ᱱᱦᱨ ᱟ ᱠ ᱤ
कि,ᱠᱤ
किंतु,ᱠᱤᱝᱛᱩ
किडनी,ᱢᱟ
कितना,ᱦ ᱳᱧ ᱞᱟᱝ ᱞ ᱞ
कितना है?,ᱚᱠᱟ ᱞᱮᱠᱟᱱ ᱠᱟᱱᱟ?
कितना?,ᱠᱤᱭᱫ‌?
कितनी,ᱠᱳᱱᱛᱟ
कितने,ᱠᱳᱱᱛᱟ
कितने पैसे?,ᱠᱤᱭᱫ ᱫᱷᱱᱸ ?
कितने बजे हैं?,ᱚᱠᱟ ᱴᱟᱬᱟᱝ ᱠᱟᱱᱟ?
कितने साल के हैं?,ᱚᱠᱟ ᱥᱟᱞ ᱠᱚ?
कितने?,ᱠᱛᱤ?
किताब,ᱩᱠᱤ ᱞ
किताब कहां है,ᱠᱤᱛᱟᱵ ᱳᱦᱚ ᱛᱮᱜ
किनारा,ᱠᱤᱱᱟᱨᱟ
किया,ᱜᱞ ᱠᱧᱳᱯᱨᱣᱠᱧᱮᱞ
किला,ᱠᱤᱞᱟ
किशमिश,ᱫᱨᱟᱠ
किस,ᱠᱟ
किसका,ᱠᱟᱨ
किसका?,ᱠᱥᱭ?
किसकी,ᱠᱧᱱ ᱞᱤ ᱠᱤ
किसकी?,ᱠᱥᱭ?
किसके,ᱠᱟᱨ
किसको?,ᱠᱥᱢᱮᱭ?
किसमिस,ᱠᱤᱥᱢᱤᱥ
किससे?,ᱠᱮᱱ ᱥᱦ ?
किसान,ᱠᱤᱥᱟᱱ
किसान खेत में काम कर रहे हैं,ᱠᱥᱮᱫᱨᱮᱥᱩ ᱠᱟᱨᱭᱸ ᱠᱩᱨᱣᱱᱛᱷ ᱠᱨᱩᱥᱠᱟᱷ ᱾
किसी तरह,ᱠᱤᱥᱤ ᱛᱨᱦ
किसी भी तरह,ᱠᱤᱥᱤ ᱵᱤ ᱛᱨᱦ
किसे,ᱠᱟᱨ ᱛᱨ
किसे चाहिए?,ᱚᱠᱚᱭ ᱪᱟᱦ ᱠᱟᱱᱟᱭ?
किसे देखना है,ᱠᱟᱨ ᱛᱨ ᱳᱫ़ᱨᱟ
किसे?,ᱠᱥᱢᱮᱭ?
की,ᱠᱤ
की ओर,ᱠ ᱪᱠ ᱜᱞᱠ ᱧᱨ
की तरफ,ᱠ ᱧᱠᱤᱢ ᱞᱧ ᱧᱠᱧᱜᱧᱞ
की तरह,ᱠ ᱧᱠᱤᱢ ᱞᱧ ᱧᱠᱧᱜᱧᱞ
कीचड़,ᱜ ᱱᱚ ᱠ ᱟ
कीड़ा,ᱠᱤ ᱲᱟ
कीबोर्ड,ᱦᱟᱲᱟ ᱞᱤ ᱠᱮᱞ
कीमत क्या है?,ᱫᱟᱢ ᱪᱮᱫ ᱠᱟᱱᱟ?
कीर्ति,ᱠᱤᱨ ᱞᱤ
कील,ᱠᱤᱞ
कीलक,ᱠᱤᱞᱠᱞᱩ
कीवी,ᱠᱤ ᱣᱤ ᱨ ᱭ ᱥᱢᱞ
कुआँ,ᱠᱩᱣᱟᱲ
कुआं,ᱠᱩᱟᱝ
कुआं गहरा है,ᱠᱩᱯᱷ ᱜᱵᱷᱤᱨᱷ ᱚᱥᱛᱤ ᱾
कुकर,ᱠᱩᱠᱨ
कुकीज़,ᱠᱩ ᱠᱤᱭ
कुछ,ᱠᱩᱪ
कुछ कम करो,ᱠᱤᱢᱯᱤ ᱱᱭᱩᱱᱤᱠᱨᱚᱛᱩ ᱾
कुछ कुछ,ᱠ ᱞ ᱠ ᱞ ᱧ ᱢᱠ ᱞᱪᱠ ᱤᱪᱠ ᱤ
कुछ नहीं,ᱠ ᱞ ᱧ ᱪ ᱵᱟ ᱧ ᱨ
कुछ भी,ᱠᱩᱪ ᱵᱤ
कुटुंब,ᱠᱩᱲᱩᱢ
कुणाल,ᱠᱪ ᱞᱞ ᱠᱞ ᱛ ᱳᱢ ᱞ ᱰᱜᱞᱛ
कुत्ता,ᱠᱩᱭ
कुत्ता कहां जा रहा है,ᱠᱩᱱᱟ ᱳᱦᱚ ᱦᱮᱡ ᱨᱮ
कुत्ता कहां है,ᱠᱩᱱᱟ ᱳᱦᱚ ᱛᱮᱜ
कुत्ता भौंक रहा है,ᱥᱣᱷ ᱠᱩᱡᱱᱛᱸ ᱥᱣᱷ ᱾
कुम्हार,ᱠᱩᱢ ᱦᱟᱨ
कुरता,ᱠᱩᱨᱛᱟ
कुरूप,ᱫᱷᱚᱠᱟ
कुर्ता,ᱠᱩᱨᱛᱟ
कुर्सी,ᱠᱩᱨᱥᱤ
कुर्सी पर बैठो,ᱠᱩᱨᱥᱤ ᱩᱯᱨᱤ ᱩᱯᱣᱤᱥᱛᱩ᱾
कुलदीप,ᱠᱩᱞ ᱛᱦᱞᱣ ᱪᱰ ᱠᱩᱢᱞ ᱞᱚᱦ
कुली (पिचकारी),ᱠ ᱞᱤ
कुसुम,ᱠᱞᱥ ᱛᱞᱫ ᱛ
कूड़ेदान,ᱠᱞᱞᱰᱱᱞ ᱠᱩᱪᱣᱞ ᱨᱚᱠᱟ
कूदना,ᱠ ᱰ ᱞ ᱡᱞᱪᱡᱢᱣᱠᱨ ᱠ ᱠᱧᱡᱥᱠᱞᱜᱠ ᱠᱛᱨ ᱣᱣᱞ
कूदा,ᱞᱠ ᱠ ᱟᱳᱪ ᱠ ᱞᱞ ᱠᱡᱠᱤᱞ ᱢ ᱠ ᱠ ᱞᱧᱬ ᱧᱯ
कूलर,ᱠᱩ ᱞᱨ
कूलेलिसॉ,ᱠ ᱠᱞ ᱞᱝ ᱪ ᱠᱟᱣᱳ ᱠᱞᱧᱛ ᱨᱞ
कूल्हा,ᱠᱩᱞ
कूल्हे,ᱦᱤᱯ
कृपया,ᱫᱚᱭᱟ ᱠᱟᱛᱮ
कृपया धीरे बोलिए,कृपया धीरे बोलो
कृपया धीरे बोलें,ᱥᱱᱮᱭᱷ ᱥᱱᱮᱭᱷ ᱣᱫᱱᱛᱩ ᱾
कृपया बोलें,ᱠᱨᱤᱯᱤᱭᱟ ᱵᱚᱞᱮᱱ
कृपया मेरी मदद करें,ᱠᱨᱩᱯᱭᱟ ᱢᱢ ᱥᱦᱟᱭᱛᱟᱸ ᱠᱩᱨᱣᱱᱛᱩ᱾
कृपया रास्ता बताएं,ᱠᱨᱩᱯᱭᱟ ᱢᱟᱨᱜᱸ ᱫᱨᱥᱭᱛᱩ ᱾
कृष्ण,ᱠᱨᱤᱥᱠᱮ
कृष्णा,ᱠᱨᱨᱠ ᱠᱫᱞ ᱩ ᱠᱤ ᱦ
के,ᱠᱟ
के अंतर्गत,ᱚᱝᱛᱨᱜᱛ
के अंदर,ᱵᱩᱠᱛᱮ
के अतिरिक्त,ᱚᱛᱤᱨᱤᱠᱛ
के अतिरेक से,ᱚᱛᱤᱨᱮᱠ ᱛᱨ
के अनुकूल,ᱚᱱᱩᱠᱩᱞ
के अनुरूप,ᱚᱱᱩᱨᱩᱯ
के अनुसार,ᱠ ᱚᱠᱤᱞᱠᱠᱠᱞ ᱨ ᱣᱣ
के अलावा,ᱠ ᱠ ᱠᱨ ᱡ ᱠᱞᱠᱧ
के आगे,ᱠ ᱠᱦ ᱠᱢᱣᱞᱢᱞ ᱧᱨ ᱩᱧᱞᱞᱠᱞᱠᱡ
के उद्देश्य से,ᱩᱰᱰᱮᱥᱭ ᱛᱨ
के ऊपर,ᱠ ᱡ ᱞᱠᱢᱳᱞ ᱞᱠᱧᱢᱠᱞᱟᱝ ᱞᱧ
के करीब,ᱠᱨᱤᱵ
के कारण,ᱠ ᱠᱨᱠ ᱢ ᱭᱡᱠᱳᱪ ᱧᱤᱧ ᱧ
के किनारे,ᱠ ᱡᱠᱢ ᱞ ᱡ ᱠ ᱣᱣ ᱠᱡᱧᱧ ᱧ ᱨ
के खिलाफ,ᱠᱤᱞᱟᱯ
के जरिए,ᱡᱨᱤᱮ ᱛᱮ
के जैसा,ᱡᱮᱥᱟ
के तहत,ᱛᱦᱛ
के तुल्य,ᱛᱩᱞᱭ
के दौरान,ᱰᱳᱨᱟᱱ
के द्वारा,ᱰᱣᱟᱨᱟ
के नाम पर,ᱱᱟᱢ ᱛᱮ
के नाम से,ᱱᱟᱢ ᱛᱨ
के निकट,ᱱᱤᱠᱴ
के नीचे,ᱠᱟᱛᱮ ᱛᱮ
के पक्ष में,ᱯᱠᱥ ᱛᱮ
के पहले,ᱯᱦᱮᱨ ᱛᱮ
के पास,ᱯᱟᱥ ᱛᱮ
के पास ही,ᱯᱟᱥ ᱛᱮ ᱦᱤ
के पीछे,ᱯᱤᱪᱮ ᱛᱮ
के प्रसंग में,ᱯᱨᱥᱝᱜ ᱛᱮ
के बगल में,ᱠ ᱠᱞ ᱢ ᱞ ᱞᱧ ᱠ ᱢᱠ
के बजाय,ᱵᱡᱟᱭ
के बदले,ᱵᱰᱞᱮ ᱛᱮ
के बदले में,ᱵᱰᱞᱮ ᱛᱮ
के बराबर,ᱵᱨᱟᱵᱨ
के बाद,ᱯᱪᱩᱟ ᱛᱮ
के बारे में,ᱵᱟᱨᱮ ᱛᱮ
के बाहर,ᱯᱟᱦᱨ
के बिना,ᱵᱤᱱᱟ
के बीच,ᱵᱤᱪ ᱛᱮ
के बीच में,ᱠ ᱠᱞ ᱞᱡᱞ ᱧ ᱠᱧᱡ ᱠ ᱢᱠ
के बीचों-बीच,ᱢᱰᱭ ᱛᱮ
के मकसद से,ᱢᱠᱥᱰ ᱛᱨ
के माध्यम से,ᱢᱟᱰᱭᱢ ᱛᱨ
के लिए,ᱠ ᱞ ᱠ ᱣᱞᱪ ᱞ ᱠᱞᱢᱧᱠᱥᱠ
के विपरीत,ᱣᱤᱯᱨᱤᱛ
के विरुद्ध,ᱣᱤᱨᱩᱰᱰ
के विरोध में,ᱣᱤᱨᱳᱰ ᱛᱮ
के विषय में,ᱣᱤᱥᱭ ᱛᱮ
के संदर्भ में,ᱥᱝᱰᱨᱵ ᱛᱮ
के संबंद्ध,ᱥᱝᱵᱝᱰᱰ
के संबंध में,ᱥᱝᱵᱝᱰ ᱛᱮ
के संबंधी,ᱥᱝᱵᱝᱰᱤ
के संलग्न,ᱥᱝᱞᱜᱱ
के संलग्नक,ᱥᱝᱞᱜᱱᱠ
के समय,ᱠ ᱠᱠᱪᱪ ᱧᱢ ᱡᱣᱢᱤ ᱠᱠᱡᱧ ᱠᱝ
के समान,ᱥᱢᱟᱱ
के समीप,ᱥᱢᱤᱯ
के समेत,ᱥᱢᱮᱛ
के सवा,ᱥᱣᱟ
के सवाया,ᱥᱣᱟᱭᱟ
के सह,ᱥᱦ
के सहित,ᱥᱦᱤᱛ
के साथ,ᱥᱟᱛᱮ
के साथ-साथ,ᱥᱟᱛᱮ ᱥᱟᱛᱮ
के सामने,ᱥᱟᱢᱱᱮ ᱛᱮ
के सिवाय,ᱥᱤᱣᱟᱭ
के स्थान पर,ᱥᱛᱟᱱ ᱛᱮ
के हेतु,ᱦᱮᱛᱩ
केंचुआ,ᱠᱮᱸᱪᱩ ᱟ
केक,ᱠᱮᱠ
केकड़ा,ᱠᱮᱠᱲᱟ
केचप,ᱠ ᱪ ᱯ
केरल,ᱠᱮ ᱨᱞ ᱠᱭ ᱪᱣ ᱧᱳ
केला,ᱠᱮᱞᱟ
केला मीठा है,ᱠᱫᱞᱤ ᱢᱫᱷᱩᱨ ᱦᱮᱭ ᱾
केवल,ᱠᱮᱣᱞ
कैमरा,ᱠᱮᱢᱨᱟ
कैरिन,ᱠ ᱨ ᱮ ᱭᱞᱝ ᱠᱮᱞᱠ ᱞᱢᱠ
कैलेंडर,ᱠᱮᱞᱮᱧᱡᱞ
कैसा दिन रहा,ᱢ ᱟ ᱜ ᱥ ᱞ ᱧ ᱭ ᱨᱟ ᱞ ᱠ ᱞᱠ ᱠᱞ ᱧ ᱢᱞ ᱠᱪ
कैसा है,ᱢ ᱟ ᱜ ᱥ ᱞ ᱧ ᱭ ᱨᱟ ᱦᱠᱞ ᱣ ᱣᱠᱢ ᱠᱧ
कैसे,ᱢ ᱟ ᱜ ᱥ ᱞ ᱧ ᱭ ᱨᱟ
कैसे करूं?,ᱪᱮᱞᱠᱟ ᱠᱚ?
कैसे भी,ᱠᱮᱥᱮ ᱵᱤ
कैसे हो,ᱵᱷᱚᱱᱫᱩ ᱠᱟᱞᱦᱟ
कैसे हो?,ᱪᱮᱫ ᱞᱮᱠᱟ ᱢᱮᱱᱟᱢᱟ?
कैसे?,ᱪᱮᱞᱠᱟ?
कॉपर,ᱡ ᱟ ᱢ ᱛ ᱞ ᱣ ᱞᱛ ᱢ ᱥ ᱟ
कॉफी,ᱠᱟᱯᱷᱤ
कॉलेज,ᱠᱳᱞᱟᱧ
को,ᱠᱳ
कोई,ᱡ ᱧ ᱧᱮᱞ ᱪ ᱚᱧ ᱛ ᱧ ᱠᱟᱠ
कोई तरह,ᱠᱳᱤ ᱛᱨᱦ
कोई नहीं,ᱠᱳᱤ ᱱᱦᱤᱝ
कोई बात नहीं,ᱠ ᱧ ᱠᱦᱟᱥ ᱣ ᱞᱨ ᱪ
कोकराझार,ᱠᱞ ᱨ ᱡ ᱞ ᱠᱣ ᱧᱭ
कोझिकोड,ᱞᱠ ᱣ ᱣ ᱠ ᱩ ᱣᱞᱫᱯ ᱞ ᱞᱯ
कोट,ᱦᱳᱱᱞᱴᱷ
कोट गर्म है,ᱠᱚᱴᱷ ᱩᱥᱬᱷ ᱚᱥᱛᱤ ᱾
कोमल,ᱠᱳᱢᱞ
कोयल,ᱠᱳ ᱞ
कोयला,ᱠᱳ ᱭᱞ ᱨᱚᱠᱟ
कोयले का काला,ᱠᱚᱭᱞᱟ ᱠᱟᱲᱤ
कोलकाता,ᱠᱳᱞᱠᱟᱛᱟ
कोल्ड ड्रिंक,ᱯᱤᱛᱟ ᱟᱝ
कोशिश,ᱠᱚ ᱥᱤ ᱥ ᱠᱟ ᱨ
कोहनी,ᱦᱮᱵᱨᱟ
कोहरा,ᱠᱳᱦᱨᱟ
कोहरा है,ᱛᱫᱨ ᱱᱤᱦᱟᱨᱷ ᱵᱷᱣᱛᱤ ᱾
कौआ,ᱠᱟᱠ
कौन,ᱠᱟᱨ
कौन सा,ᱚᱠᱟ
कौन सी,ᱠ ᱯ ᱤ
कौन से,ᱠ ᱧᱱ ᱪᱯ ᱡᱛ ᱨᱚ ᱫ ᱧᱮᱫ ᱢ ᱢ ᱢ ᱱᱯ ᱪ ᱩ ᱞᱧ ᱧ ᱪᱟ ᱫᱩ ᱞ ᱛᱮ ᱧ
कौन है,ᱠᱟᱨ ᱛᱮᱜ
कौन?,ᱠᱷ?
कौवा,ᱠᱚᱶᱟ
क्या,ᱪᱮᱰ
क्या आप अंगूठी पहनते हैं?,ᱪᱮᱰ ᱟᱯᱟ ᱟᱜ ᱛᱷᱤ ᱢᱚᱵᱚᱧ ᱯ ᱨ ᱜᱩᱨ ᱛᱮᱜ
क्या आप अंग्रेजी फिल्में देखते हैं?,ᱪᱮᱰ ᱟᱯᱟ ᱚᱸᱜᱨᱮᱡᱤ ᱣᱤᱥᱭ ᱾ ᱮᱠᱸ ᱪᱞᱪᱤᱫᱨᱸ ᱯᱥᱭᱮᱢ ᱾ ᱳᱫ़ᱩ ᱨᱮ ᱛᱮᱜ
क्या आप अकेले यात्रा करना पसंद करते हैं?,ᱪᱮᱰ ᱟᱯᱟ ᱠᱷᱟᱲᱢ ᱭᱟᱴᱨᱟ ᱡᱳᱛ ᱨ ᱟᱧ ᱯᱨᱥᱳᱝ ᱢᱳᱮ ᱨᱮ ᱛᱮᱜ
क्या आप अकेले रहना पसंद करते हैं?,ᱪᱮᱰ ᱟᱯᱟ ᱠᱷᱟᱲᱢ ᱨᱞᱢᱠ ᱣᱥᱠᱡ ᱞ ᱯᱨᱥᱳᱝ ᱢᱳᱮ ᱨᱮ ᱛᱮᱜ
क्या आप अतिरिक्त समय काम करेंगे?,ᱪᱮᱰ ᱟᱯᱟ ᱚᱛᱤᱨᱤᱠᱛ ᱥᱢᱟ ᱠᱟᱹᱢᱤ ᱟᱢ ᱜᱤ ᱞᱠ ᱞᱪ ᱠᱪ ᱨᱮ ᱤᱧ
क्या आप अपना कान साफ करते हैं?,ᱪᱮᱰ ᱟᱯᱟ ᱢᱚᱵᱚᱱ ᱯ ᱨᱮ ᱠᱟᱳᱞ ᱥᱟᱯ ᱢᱳᱮ ᱨᱮ ᱛᱮᱜ
